name,cgpa
uih,9.940000
uer,9.940000
seh,9.940000
sce,9.940000
pjp,9.940000
peb,9.940000
pbg,9.940000
pbd,9.940000
ore,9.940000
oir,9.940000
nke,9.940000
ncu,9.940000
mip,9.940000
meg,9.940000
lry,9.940000
loa,9.940000
lfq,9.940000
lfh,9.940000
kxk,9.940000
kdv,9.940000
jzr,9.940000
jyv,9.940000
hqm,9.940000
hpr,9.940000
gyh,9.940000
gwc,9.940000
gev,9.940000
erp,9.940000
edh,9.940000
doc,9.940000
djw,9.940000
yxa,9.950000
ymc,9.950000
yge,9.950000
yfc,9.950000
yxe,9.960000
ypd,9.960000
xlu,9.960000
wxs,9.960000
wul,9.960000
wmw,9.960000
zfu,9.970000
yts,9.970000
xss,9.970000
wvn,9.970000
cvd,9.940000
bun,9.940000
bdh,9.940000
wkd,9.950000
wfh,9.950000
vwt,9.950000
syz,9.950000
sgy,9.950000
seu,9.950000
rtv,9.950000
pxg,9.950000
pts,9.950000
wbj,9.960000
vhw,9.960000
vhi,9.960000
upj,9.960000
uja,9.960000
tdm,9.960000
syi,9.960000
sfb,9.960000
rph,9.960000
row,9.960000
rmr,9.960000
rde,9.960000
vzq,9.970000
vja,9.970000
tnq,9.970000
taz,9.970000
swq,9.970000
rpo,9.970000
rlp,9.970000
qrm,9.970000
pcp,9.950000
myi,9.950000
mga,9.950000
jzc,9.950000
jce,9.950000
igf,9.950000
hbs,9.950000
gkw,9.950000
fzi,9.950000
fut,9.950000
fug,9.950000
fdg,9.950000
edl,9.950000
dqo,9.950000
dez,9.950000
coy,9.950000
pky,9.960000
ope,9.960000
nsc,9.960000
mpz,9.960000
mng,9.960000
pvu,9.970000
ptm,9.970000
ppj,9.970000
phi,9.970000
pcg,9.970000
oah,9.970000
nky,9.970000
nfc,9.970000
ndw,9.970000
msq,9.970000
lyd,9.970000
cnd,9.950000
clk,9.950000
biy,9.950000
avk,9.950000
lny,9.960000
jsv,9.960000
jkx,9.960000
hud,9.960000
hmm,9.960000
guw,9.960000
gsm,9.960000
glf,9.960000
ets,9.960000
dwu,9.960000
dvo,9.960000
dtc,9.960000
doy,9.960000
dls,9.960000
dgh,9.960000
dag,9.960000
dae,9.960000
ccf,9.960000
btw,9.960000
bbu,9.960000
kuq,9.970000
kes,9.970000
jhh,9.970000
hgq,9.970000
gca,9.970000
fdb,9.970000
dqn,9.970000
dfk,9.970000
deo,9.970000
cyf,9.970000
bmu,9.970000
bmd,9.970000
bil,9.970000
bcg,9.970000
akp,9.970000
afn,9.970000
zzc,9.980000
zwt,9.980000
xsv,9.980000
xsk,9.980000
xgq,9.980000
xfb,9.980000
scl,9.980000
qdi,9.980000
pzc,9.980000
pin,9.980000
ocq,9.980000
nwg,9.980000
nvs,9.980000
myn,9.980000
mhe,9.980000
mcw,9.980000
lwn,9.980000
lsq,9.980000
lmm,9.980000
kml,9.980000
jsh,9.980000
jor,9.980000
ien,9.980000
hoi,9.980000
fst,9.980000
fro,9.980000
elz,9.980000
eld,9.980000
duk,9.980000
cle,9.980000
bzw,9.980000
bfd,9.980000
znz,9.990000
xnk,9.990000
uvq,9.990000
ugr,9.990000
sii,9.990000
rxh,9.990000
rwo,9.990000
pev,9.990000
pay,9.990000
mij,9.990000
lkh,9.990000
lai,9.990000
kop,9.990000
jtr,9.990000
jse,9.990000
iyj,9.990000
itm,9.990000
ior,9.990000
ilq,9.990000
iaf,9.990000
hoj,9.990000
hde,9.990000
gws,9.990000
guk,9.990000
gtx,9.990000
gqi,9.990000
frh,9.990000
eow,9.990000
bwg,9.990000
bef,9.990000
axa,9.990000
ami,9.990000
aee,9.990000
caaarter,10.000000
zoh,10.000000
yek,10.000000
wup,10.000000
wum,10.000000
wgh,10.000000
wdp,10.000000
uzf,10.000000
uyk,10.000000
rwx,10.000000
rqh,10.000000
qfj,10.000000
pzx,10.000000
piq,10.000000
pea,10.000000
nta,10.000000
klc,10.000000
kde,10.000000
jau,10.000000
iyd,10.000000
hom,10.000000
fqq,10.000000
fcy,10.000000
enq,10.000000
ebu,10.000000
dpx,10.000000
dfe,10.000000
cxg,10.000000
bzz,10.000000
axs,10.000000
